IPK, Pengetahuan di bidang atau disiplin ilmu anda                                         (rendah)1-5(tinggi),Pengetahuan di luar bidang atau disiplin ilmu anda        (rendah)1-5(tinggi),Pengetahuan umum                  (rendah)1-5(tinggi),Ketrampilan internet                          (rendah)1-5(tinggi),Ketrampilan komputer                          (rendah)1-5(tinggi),Ketrampilan                    Sistem Keamanan Komputer (rendah)1-5(tinggi),Ketrampilan                    Jaringan Komputer (rendah)1-5(tinggi),Ketrampilan Program Aplikasi WEB                    (rendah)1-5(tinggi),Ketrampilan Program Aplikasi Multimedia                     (rendah)1-5(tinggi),Ketrampilan Program Aplikasi Android                          (rendah)1-5(tinggi),Ketrampilan Program Aplikasi Database                          (rendah)1-5(tinggi),Berpikir kritis                          (rendah)1-5(tinggi),Bahasa Inggris                       (rendah)1-5(tinggi) ,Ketrampilan riset                            (rendah)1-5(tinggi),Kemampuan berkomunikasi                (rendah)1-5(tinggi),Kemampuan Bekerja di bawah tekanan                              (rendah)1-5(tinggi),Manajemen waktu                    (rendah)1-5(tinggi) ,Bekerja secara mandiri                       (rendah)1-5(tinggi)    ,Bekerja dalam tim/bekerjasama dengan orang lain                   (rendah)1-5(tinggi),Kemampuan dalam memecahkan masalah                           (rendah)1-5(tinggi)   ,Kemampuan analisis          (rendah)1-5(tinggi) ,Toleransi                             (rendah)1-5(tinggi),Kemampuan adaptasi                         (rendah)1-5(tinggi),Loyalitas                             (rendah)1-5(tinggi),Integritas f                          (rendah)1-5(tinggi),Kepemimpinan                             (rendah)1-5(tinggi),Kemampuan dalam memegang tanggungjawab                        (rendah)1-5(tinggi),Inisiatif                          (rendah)1-5(tinggi),Kemampuan untuk memresentasikan ide/produk/laporan              (rendah)1-5(tinggi) ,"Kemampuan dalam menulis laporan, memo dan dokumen                    (rendah)1-5(tinggi)",Posisi Pekerjaan
2.91,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.98,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
3.22,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.77,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
3.45,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,5,5,4,3,2,Technical engineer
3.63,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
3.15,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.88,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
2.56,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,MIS Director
3.35,5,5,5,5,4,4,3,5,5,4,4,4,4,4,5,4,5,5,4,5,2,5,5,5,5,3,5,5,4,3,Web Designer
3.43,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
2.66,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
3.02,4,4,5,5,5,4,5,3,3,3,3,5,5,4,4,5,5,5,5,5,4,5,4,5,5,5,5,5,4,4,Staff IT Network
2.75,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,3,5,5,5,5,5,5,5,3,3,Networking engineer
3.01,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.93,5,5,5,5,5,3,3,5,5,5,3,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,4,Design Grafis
2.77,5,5,5,5,5,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,5,3,5,Staff IT
3.02,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
3.05,5,5,5,5,5,3,4,4,5,5,3,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,4,5,IT Quality Control
3.25,4,5,5,5,5,3,3,5,5,3,4,5,5,5,5,3,5,5,5,5,4,5,5,5,5,3,5,5,4,3,Web Programmer
3.5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
3.02,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.02,5,5,5,5,4,4,3,5,5,4,4,4,4,4,5,4,5,5,4,5,2,5,5,5,5,3,5,5,4,3,Web Designer
3.47,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
2.66,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.69,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.54,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,3,5,5,5,5,5,5,5,3,3,Networking engineer
3.08,5,5,5,5,4,4,3,5,5,4,4,4,4,4,5,4,5,5,4,5,2,5,5,5,5,3,5,5,4,3,Web Designer
3.12,4,4,5,5,5,2,3,3,3,3,4,4,3,4,4,5,5,5,5,4,3,5,3,5,5,5,5,5,3,5,Staff Administrasi
2.66,4,4,4,5,5,4,4,5,4,5,5,4,4,4,5,5,5,5,5,4,3,5,5,3,5,3,5,5,3,3,IT Support
2.77,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
3.44,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,Sekretaris
2.8,5,5,5,5,5,3,4,4,5,5,3,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,4,5,IT Quality Control
2.63,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
2.8,5,5,5,5,4,4,3,5,5,4,4,4,4,4,5,4,5,5,4,5,2,5,5,5,5,3,5,5,4,3,Web Designer
3.46,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,Sekretaris
3.05,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.84,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.01,5,5,5,5,5,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,4,Operator Komputer
3.5,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
2.71,4,4,4,5,5,4,4,5,4,5,5,4,4,4,5,5,5,5,5,4,3,5,5,3,5,3,5,5,3,3,IT Support
3.11,4,4,5,5,5,2,3,3,3,3,4,4,3,4,4,5,5,5,5,4,3,5,3,5,5,5,5,5,3,5,Staff Administrasi
2.78,4,4,5,5,5,2,3,3,3,3,4,4,3,4,4,5,5,5,5,4,3,5,3,5,5,5,5,5,3,5,Staff Administrasi
2.48,5,5,5,5,5,3,4,4,5,5,3,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,4,5,IT Quality Control
3.04,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,3,5,5,5,5,5,5,5,3,3,Networking engineer
2.83,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,5,5,4,3,2,Technical engineer
3.05,4,5,5,5,5,3,3,5,5,3,4,5,5,5,5,3,5,5,5,5,4,5,5,5,5,3,5,5,4,3,Web Programmer
2.8,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.53,5,5,5,5,5,2,2,3,3,2,3,4,5,4,5,5,5,5,4,4,4,5,5,5,5,3,5,5,5,5,Recepsionist
2.8,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.77,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.78,5,5,5,5,5,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,4,Operator Komputer
3.15,5,5,5,5,5,5,3,3,3,2,3,5,5,5,4,1,5,4,5,5,5,4,5,5,5,5,5,5,5,4,Sistem analis
3.04,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.05,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,3,5,5,5,5,5,5,5,3,3,Networking engineer
3.41,5,5,5,5,5,4,3,5,5,5,5,4,5,5,3,3,5,5,5,5,4,5,5,5,5,4,5,5,3,3,Software engineer
3.36,5,5,5,5,5,3,3,3,3,4,5,4,5,4,5,5,5,5,4,5,3,5,5,5,5,3,5,5,5,5,Customer Service
2.83,5,5,5,5,5,2,2,3,3,2,3,4,5,4,5,5,5,5,4,4,4,5,5,5,5,3,5,5,5,5,Recepsionist
3.05,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,3,5,5,5,5,5,5,5,3,3,Networking engineer
3.05,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
3.38,3,3,3,5,5,3,3,4,4,5,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Call Centre
3.04,4,4,4,5,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,3,5,5,5,5,3,5,5,4,5,Agent Monitoring ATM
2.77,4,4,5,5,5,2,3,3,3,3,4,4,3,4,4,5,5,5,5,4,3,5,3,5,5,5,5,5,3,5,Staff Administrasi
2.81,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
3.39,4,4,5,5,5,2,3,3,3,3,4,4,3,4,4,5,5,5,5,4,3,5,3,5,5,5,5,5,3,5,Staff Administrasi
3.14,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,MIS Director
3.02,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,5,5,4,3,2,Technical engineer
3.02,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.87,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
3.53,4,4,5,5,5,4,5,3,3,3,3,5,5,4,4,5,5,5,5,5,4,5,4,5,5,5,5,5,4,4,Staff IT Network
2.47,5,5,5,5,5,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,4,Operator Komputer
3.03,5,5,5,5,5,3,4,4,5,5,3,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,4,5,IT Quality Control
3.12,5,5,5,5,5,3,3,5,5,5,3,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,4,Design Grafis
3.02,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.56,4,4,5,5,5,4,5,3,3,3,3,5,5,4,4,5,5,5,5,5,4,5,4,5,5,5,5,5,4,4,Staff IT Network
3.11,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
3.12,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.05,5,5,5,5,5,4,3,5,5,5,5,4,5,5,3,3,5,5,5,5,4,5,5,5,5,4,5,5,3,3,Software engineer
3.18,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,MIS Director
2.76,5,5,5,5,5,3,3,5,5,5,3,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,4,Design Grafis
3.3,5,5,4,5,5,3,5,3,3,3,4,5,4,3,5,5,4,5,5,4,3,5,5,5,4,4,5,5,4,3,Teknik Mesin
3.09,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,Sekretaris
2.84,4,4,5,5,5,4,5,3,3,3,3,5,5,4,4,5,5,5,5,5,4,5,4,5,5,5,5,5,4,4,Staff IT Network
3.11,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
2.77,5,5,5,5,4,4,3,5,5,4,4,4,4,4,5,4,5,5,4,5,2,5,5,5,5,3,5,5,4,3,Web Designer
3.43,5,5,5,5,5,5,3,3,3,2,3,5,5,5,4,1,5,4,5,5,5,4,5,5,5,5,5,5,5,4,Sistem analis
2.69,4,4,4,5,5,4,4,5,4,5,5,4,4,4,5,5,5,5,5,4,3,5,5,3,5,3,5,5,3,3,IT Support
3.58,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
2.71,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,3,5,5,5,5,5,5,5,3,3,Networking engineer
3.39,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
2.61,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,MIS Director
3.5,5,5,5,5,5,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,5,3,5,Staff IT
2.72,4,4,4,5,5,4,4,5,4,5,5,4,4,4,5,5,5,5,5,4,3,5,5,3,5,3,5,5,3,3,IT Support
3.61,4,4,4,5,5,4,4,5,4,5,5,4,4,4,5,5,5,5,5,4,3,5,5,3,5,3,5,5,3,3,IT Support
3.04,4,4,5,5,5,2,3,3,3,3,4,4,3,4,4,5,5,5,5,4,3,5,3,5,5,5,5,5,3,5,Staff Administrasi
2.93,4,4,5,5,5,2,3,3,3,3,4,4,3,4,4,5,5,5,5,4,3,5,3,5,5,5,5,5,3,5,Staff Administrasi
3.39,5,5,5,5,5,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,5,3,5,Staff IT
3.06,5,5,5,5,4,4,3,5,5,4,4,4,4,4,5,4,5,5,4,5,2,5,5,5,5,3,5,5,4,3,Web Designer
3.02,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.47,4,4,4,5,5,4,4,5,4,5,5,4,4,4,5,5,5,5,5,4,3,5,5,3,5,3,5,5,3,3,IT Support
3.05,4,4,4,5,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,3,5,5,5,5,3,5,5,4,5,Agent Monitoring ATM
2.71,3,3,3,5,5,3,3,4,4,5,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Call Centre
2.61,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
3.5,5,5,5,5,5,3,3,5,5,5,3,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,4,Design Grafis
3.45,5,5,5,5,4,4,3,5,5,4,4,4,4,4,5,4,5,5,4,5,2,5,5,5,5,3,5,5,4,3,Web Designer
3.43,5,5,5,5,5,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,5,3,5,Staff IT
3.23,5,5,5,5,5,4,3,5,5,5,5,4,5,5,3,3,5,5,5,5,4,5,5,5,5,4,5,5,3,3,Software engineer
2.46,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
2.63,4,5,5,5,5,3,3,5,5,3,4,5,5,5,5,3,5,5,5,5,4,5,5,5,5,3,5,5,4,3,Web Programmer
3.23,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.25,3,3,3,5,5,3,3,4,4,5,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Call Centre
3.61,4,4,4,5,5,4,4,5,4,5,5,4,4,4,5,5,5,5,5,4,3,5,5,3,5,3,5,5,3,3,IT Support
2.55,4,5,5,5,5,3,3,5,5,3,4,5,5,5,5,3,5,5,5,5,4,5,5,5,5,3,5,5,4,3,Web Programmer
3.02,5,5,5,5,5,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,5,3,5,Staff IT
3.09,5,5,5,5,5,3,4,4,5,5,3,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,4,5,IT Quality Control
2.6,5,5,5,5,5,3,3,3,3,4,5,4,5,4,5,5,5,5,4,5,3,5,5,5,5,3,5,5,5,5,Customer Service
2.48,5,5,5,5,5,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,4,Operator Komputer
2.94,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
2.8,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.75,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.47,5,5,4,5,5,3,5,3,3,3,4,5,4,3,5,5,4,5,5,4,3,5,5,5,4,4,5,5,4,3,Teknik Mesin
2.55,4,5,5,5,5,3,3,5,5,3,4,5,5,5,5,3,5,5,5,5,4,5,5,5,5,3,5,5,4,3,Web Programmer
2.56,4,4,5,5,5,2,3,3,3,3,4,4,3,4,4,5,5,5,5,4,3,5,3,5,5,5,5,5,3,5,Staff Administrasi
2.84,5,5,5,5,5,3,3,4,3,3,4,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Digital Marketing
2.66,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,5,5,4,3,2,Technical engineer
3.01,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.6,5,5,4,5,5,3,5,3,3,3,4,5,4,3,5,5,4,5,5,4,3,5,5,5,4,4,5,5,4,3,Teknik Mesin
3.02,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
3.18,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.7,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.05,5,5,5,5,5,5,3,3,3,2,3,5,5,5,4,1,5,4,5,5,5,4,5,5,5,5,5,5,5,4,Sistem analis
2.8,5,5,4,5,5,3,5,3,3,3,4,5,4,3,5,5,4,5,5,4,3,5,5,5,4,4,5,5,4,3,Teknik Mesin
3.02,4,4,4,5,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,3,5,5,5,5,3,5,5,4,5,Agent Monitoring ATM
2.47,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.71,5,5,5,5,5,3,4,4,5,5,3,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,4,5,IT Quality Control
3.12,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.55,3,3,3,5,5,3,3,4,4,5,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Call Centre
2.75,5,5,5,5,5,4,3,5,5,5,5,4,5,5,3,3,5,5,5,5,4,5,5,5,5,4,5,5,3,3,Software engineer
3.11,5,5,5,5,5,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,5,3,5,Staff IT
3.01,4,4,5,5,5,2,3,3,3,3,4,4,3,4,4,5,5,5,5,4,3,5,3,5,5,5,5,5,3,5,Staff Administrasi
3.03,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
2.56,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,Sekretaris
2.93,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
2.66,4,4,4,5,5,4,4,5,4,5,5,4,4,4,5,5,5,5,5,4,3,5,5,3,5,3,5,5,3,3,IT Support
2.77,4,4,4,5,5,4,4,5,4,5,5,4,4,4,5,5,5,5,5,4,3,5,5,3,5,3,5,5,3,3,IT Support
3.15,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.78,5,5,5,5,4,4,3,5,5,4,4,4,4,4,5,4,5,5,4,5,2,5,5,5,5,3,5,5,4,3,Web Designer
2.87,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.7,5,5,5,5,5,4,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,Guru TIK
3.05,5,5,4,5,5,3,5,3,3,3,4,5,4,3,5,5,4,5,5,4,3,5,5,5,4,4,5,5,4,3,Teknik Mesin
2.87,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
2.53,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.67,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
2.84,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,5,5,4,3,2,Technical engineer
3.03,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
2.69,5,5,5,5,5,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,5,3,5,Staff IT
2.54,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.05,5,5,5,5,4,4,3,5,5,4,4,4,4,4,5,4,5,5,4,5,2,5,5,5,5,3,5,5,4,3,Web Designer
3.61,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
3.59,5,5,5,5,5,5,3,3,3,2,3,5,5,5,4,1,5,4,5,5,5,4,5,5,5,5,5,5,5,4,Sistem analis
2.83,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.71,5,5,5,5,4,4,3,5,5,4,4,4,4,4,5,4,5,5,4,5,2,5,5,5,5,3,5,5,4,3,Web Designer
3.8,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.02,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,Sekretaris
3.14,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.55,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
3.03,5,5,5,5,5,3,3,5,5,5,3,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,4,Design Grafis
3.26,5,5,5,5,5,3,3,3,3,4,5,4,5,4,5,5,5,5,4,5,3,5,5,5,5,3,5,5,5,5,Customer Service
2.94,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,Sekretaris
2.48,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
3.05,4,4,5,5,5,2,3,3,3,3,4,4,3,4,4,5,5,5,5,4,3,5,3,5,5,5,5,5,3,5,Staff Administrasi
3.48,4,5,5,5,5,3,3,5,5,3,4,5,5,5,5,3,5,5,5,5,4,5,5,5,5,3,5,5,4,3,Web Programmer
3.36,4,4,4,5,5,4,4,5,4,5,5,4,4,4,5,5,5,5,5,4,3,5,5,3,5,3,5,5,3,3,IT Support
3.5,4,4,5,5,5,2,3,3,3,3,4,4,3,4,4,5,5,5,5,4,3,5,3,5,5,5,5,5,3,5,Staff Administrasi
2.84,5,5,4,5,5,3,5,3,3,3,4,5,4,3,5,5,4,5,5,4,3,5,5,5,4,4,5,5,4,3,Teknik Mesin
3.02,4,4,4,5,5,4,4,5,4,5,5,4,4,4,5,5,5,5,5,4,3,5,5,3,5,3,5,5,3,3,IT Support
3.54,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
2.75,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,5,5,4,3,2,Technical engineer
3.29,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,5,5,4,3,2,Technical engineer
3.11,5,5,5,5,5,3,4,4,5,5,3,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,4,5,IT Quality Control
2.77,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.87,3,3,3,5,5,3,3,4,4,5,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Call Centre
3.67,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.3,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
3.04,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
